subjid,list,run,counterbalancing,onset,condition,item,sentence,irreversible?,numbermoves,motioninfo,correctkey,response,RT,accuracy
FED_20160523c_3T2,2,2,2,18.026610851287842,Perc-photo,107,A man is dusting a bookshelf.,0,3,"[[0.4666666666666666, -1.9934130177200011, 0.16218674663621138], [0.9333333333333332, 1.1371643516041108, 1.6452529402620142], [1.4, -1.9934130177200011, 0.16218674663621138]]",1,1,1.7334909439086914,1
FED_20160523c_3T2,2,2,2,20.026890993118286,Perc-photo,98,A woman is pouring honey on a slice of toast,1,4,"[[0.35, 0.870433925190826, -1.2216156440865071], [0.7, -1.4931671440348173, -0.1430100694878058], [1.0499999999999998, 0.6227332188439907, 1.3646257135743127], [1.4, -1.4931671440348173, -0.1430100694878058]]",0,0,1.7668778896331787,1
FED_20160523c_3T2,2,2,2,22.027140855789185,Perc-photo,62,A man is throwing away a pizza box.,0,4,"[[0.35, 1.0152199113860385, -1.104232100387108], [0.7, 0.4486830949164657, 1.4313222838816497], [1.0499999999999998, -1.4639030063025031, -0.3270901834945418], [1.4, 0.4486830949164657, 1.4313222838816497]]",0,0,1.6835391521453857,1
FED_20160523c_3T2,2,2,2,24.027406930923462,Perc-photo,78,A man is hammering a nail.,0,3,"[[0.4666666666666666, 1.981834629910429, -0.268945161116151], [0.9333333333333332, -1.223830656706701, -1.5818465550440868], [1.4, -0.7580039732037294, 1.8507917161602383]]",1,1,1.6668720245361328,1
FED_20160523c_3T2,2,2,2,26.02766489982605,Perc-photo,73,A woman is filling a balloon with helium.,0,4,"[[0.35, 0.4373497512143249, 1.434825841387298], [0.7, 1.02392075304062, -1.096168915584058], [1.0499999999999998, -1.4612705042549439, -0.33865692580324097], [1.4, 1.02392075304062, -1.096168915584058]]",0,0,1.6501929759979248,1
FED_20160523c_3T2,2,2,2,28.0279278755188,Perc-photo,88,A man is kissing a woman.,0,3,"[[0.4666666666666666, 1.204707175798763, 1.5964587750953572], [0.9333333333333332, 0.7802202674277868, -1.8415364059108126], [1.4, 1.204707175798763, 1.5964587750953572]]",1,1,1.7168760299682617,1
FED_20160523c_3T2,2,2,2,30.028182983398438,Perc-photo,109,A man is washing a wine glass.,0,3,"[[0.4666666666666666, 1.6343751713352208, -1.1527435965222133], [0.9333333333333332, 0.18111765297046403, 1.9917822159519525], [1.4, -1.8154928243056858, -0.8390386194297403]]",1,1,1.6502158641815186,1
FED_20160523c_3T2,2,2,2,34.0287389755249,Perc-sent,92,A woman is having some cognac at the bar.,1,3,"[[0.4666666666666666, -0.25224284451389706, 1.9840296236174342], [0.9333333333333332, 1.8443414781705247, -0.7735661005368344], [1.4, -0.25224284451389706, 1.9840296236174342]]",1,1,1.6502089500427246,1
FED_20160523c_3T2,2,2,2,36.02900195121765,Perc-sent,105,A man is putting a piece of lime into his margarita.,1,3,"[[0.4666666666666666, 1.9981230983196097, -0.0866261159330333], [0.9333333333333332, -1.0740819661889884, -1.6871123050667365], [1.4, 1.9981230983196097, -0.0866261159330333]]",1,1,1.7168819904327393,1
FED_20160523c_3T2,2,2,2,38.029199838638306,Perc-sent,107,A man is attaching a lapel pin to the jacket.,0,4,"[[0.35, -1.4957305738438598, -0.1130931053102617], [0.7, 0.8458067891134855, -1.2387941215107277], [1.0499999999999998, 0.6499237847303752, 1.3518872268209894], [1.4, 0.8458067891134855, -1.2387941215107277]]",0,0,1.7335891723632812,1
