subjid,list,run,counterbalancing,onset,condition,item,sentence,irreversible?,numbermoves,motioninfo,correctkey,response,RT,accuracy
FED_20160520a_3T1,1,2,2,18.027008056640625,Perc-photo,83,A man is putting a piece of asparagus on a plate.,0,4,"[[0.35, 0.01635675396869623, 1.4999108162152868], [0.7, 1.2907824932691425, -0.7641207725679865], [1.0499999999999998, 0.01635675396869623, 1.4999108162152868], [1.4, 1.2907824932691425, -0.7641207725679865]]",0,0,1.6501929759979248,1
FED_20160520a_3T1,1,2,2,20.027271032333374,Perc-photo,106,A man is putting on a shoe.,0,3,"[[0.4666666666666666, 1.2293971906102996, 1.5775241829270013], [0.9333333333333332, -1.9808746128042225, 0.27592710694623906], [1.4, 1.2293971906102996, 1.5775241829270013]]",1,1,1.66684889793396,1
FED_20160520a_3T1,1,2,2,22.02751898765564,Perc-photo,111,A woman is opening a beer bottle.,1,4,"[[0.35, -1.4560347368925555, 0.36050359909746665], [0.7, 0.4158120934721501, -1.4412148704902776], [1.0499999999999998, 1.0402226434204058, 1.0807112713928095], [1.4, 0.4158120934721501, -1.4412148704902776]]",0,0,1.5335180759429932,1
FED_20160520a_3T1,1,2,2,24.02776598930359,Perc-photo,78,A man is hammering a nail.,0,3,"[[0.4666666666666666, 0.9261000543169446, 1.7726642912277981], [0.9333333333333332, -1.998222335743282, -0.08430597212927887], [1.4, 0.9261000543169446, 1.7726642912277981]]",1,0,1.7337119579315186,0
FED_20160520a_3T1,1,2,2,26.028032064437866,Perc-photo,60,A woman is putting a CD into a disc drive.,0,4,"[[0.35, 0.04527792086208067, -1.49931648089468], [0.7, 1.2758072003364382, 0.7888700701444435], [1.0499999999999998, 0.04527792086208067, -1.49931648089468], [1.4, -1.3210851211985188, 0.7104464107502374]]",0,0,1.6501989364624023,1
FED_20160520a_3T1,1,2,2,28.028285026550293,Perc-photo,95,A woman straightening her hair.,0,4,"[[0.35, 1.4914802641338967, 0.15964529964606483], [0.7, -0.8839970171552192, 1.2118371481600467], [1.0499999999999998, -0.6074832469786777, -1.3714824478061114], [1.4, -0.8839970171552192, 1.2118371481600467]]",0,0,1.5835180282592773,1
FED_20160520a_3T1,1,2,2,30.02854609489441,Perc-photo,99,A woman is playing a violin.,0,3,"[[0.4666666666666666, -1.835468767333698, 0.7943893278125751], [0.9333333333333332, 0.22977304528591438, -1.9867572442701793], [1.4, -1.835468767333698, 0.7943893278125751]]",1,1,1.6001858711242676,1
FED_20160520a_3T1,1,2,2,34.02908205986023,Perc-sent,78,A man is solving a crossword puzzle.,1,4,"[[0.35, -1.4141599926599402, 0.5001514922101485], [0.7, 0.2739360983352856, -1.474774224764198], [1.0499999999999998, 1.1402238943246534, 0.9746227325540493], [1.4, -1.4141599926599402, 0.5001514922101485]]",0,0,1.633504867553711,1
FED_20160520a_3T1,1,2,2,36.029314041137695,Perc-sent,71,A man is attaching a bike to the pole using a bike lock.,0,3,"[[0.4666666666666666, 1.1211593985981647, 1.6562009548768537], [0.9333333333333332, -1.9948917999944824, 0.1428520434392653], [1.4, 0.8737324013963189, -1.79905299831612]]",1,1,1.6168808937072754,1
FED_20160520a_3T1,1,2,2,38.029597997665405,Perc-sent,73,A woman is feeding the ducks some crumbs.,1,3,"[[0.4666666666666666, -0.11385795026667835, -1.9967564616550189], [0.9333333333333332, -1.672312845830635, 1.0969821081812787], [1.4, 1.7861707960973137, 0.8997743534737411]]",1,1,1.7502009868621826,1
