subjid,list,run,counterbalancing,onset,condition,item,sentence,irreversible?,numbermoves,motioninfo,correctkey,response,RT,accuracy
FED_20160804a_3T1,1,1,1,18.01886296,Sem-photo,40,A woman is putting a pan in the dish rack.,0,6,"[[0.2333333333333333, 0.5773039479374841, 2.3222619524034895], [0.4666666666666666, -3.099138832193619, -0.890977509216959], [0.7, 2.4742862650233652, -2.386094638539882], [0.9333333333333332, 0.5237256082488261, 2.106737807494309], [1.1666666666666665, 1.6291421873178706, -1.5710742501905286], [1.4, -2.9623179745747907, -0.8516426121598091]]",0,0,1.299962997,1
FED_20160804a_3T1,1,1,1,20.01870894,Sem-photo,50,A boy is sleeping with a teddy bear.,0,7,"[[0.19999999999999998, 1.7060676117130122, -1.0648097728416188], [0.39999999999999997, 0.07757331787491036, 2.255760902778466], [0.6, -2.120677097865581, -1.1290292725520759], [0.7999999999999999, 2.346029383934128, -1.4642297868127385], [0.9999999999999999, 0.08853695976305867, 2.574573548683717], [1.2, 2.1443289553070954, -1.338342286156911], [1.4, 0.10930747368992551, 3.178561034721048]]",0,0,1.432081938,1
FED_20160804a_3T1,1,1,1,22.01728392,Sem-photo,41,A woman is plugging a power cord into a power outlet.,0,4,"[[0.35, -2.9558981363258954, 1.6969845665191754], [0.7, 0.008098672438127603, -3.3187735472322992], [1.0499999999999998, 2.8515620415685463, 1.6556412752831475], [1.4, 0.006987395723316359, -2.863380914310422]]",0,0,1.866514921,1
FED_20160804a_3T1,1,1,1,24.0164988,Sem-photo,32,A woman is putting on a headband.,0,4,"[[0.35, -1.9613472957981266, 0.645644577792973], [0.7, 0.626470445398437, -3.004174153595896], [1.0499999999999998, -3.281337929663563, 1.0801646637147917], [1.4, 2.546727142760795, 2.2753794451533893]]",0,0,1.516481161,1
FED_20160804a_3T1,1,1,1,26.03276801,Sem-photo,8,A man is sharpening a pencil.,1,4,"[[0.35, -0.9615541152856752, -2.4922809690229686], [0.7, 2.325612487327664, 0.3642952600744997], [1.0499999999999998, -1.597846161159794, 1.9800384893646135], [1.4, 2.4968469214548796, 0.39111825533015554]]",1,1,1.149583817,1
FED_20160804a_3T1,1,1,1,28.03234982,Sem-photo,21,A man is cutting a piece of paper.,1,7,"[[0.19999999999999998, 0.8100004985150577, 2.2108109975706216], [0.39999999999999997, -3.2738788248275323, -0.5700936166907161], [0.6, 0.8320306824372697, 2.2709400629020853], [0.7999999999999999, -2.3495764388877207, -0.40914114461990136], [0.9999999999999999, 1.4833049496587944, -1.7753917072530554], [1.2, 1.0553343254766596, 2.8804238233863266], [1.4, 1.7445618646434757, -2.0880943382481285]]",1,1,1.165559053,1
FED_20160804a_3T1,1,1,1,30.03164697,Sem-photo,38,A woman is biting into a piece of candy.,1,7,"[[0.19999999999999998, -0.14962439163659144, 2.6884124477074476], [0.39999999999999997, -2.234796636087027, -1.4616038407160599], [0.6, -0.12008663262083664, 2.1576856180324517], [0.7999999999999999, 2.4950693827856716, -1.2611414011066813], [0.9999999999999999, -0.15057309836680793, 2.705458565354713], [1.2, -2.1682416619929996, -1.4180754926848436], [1.4, 2.819491189528782, -1.4251215191460334]]",1,1,1.598719835,1
FED_20160804a_3T1,1,1,1,34.03046083,Sem-sent,21,A man is feeding his fish.,0,7,"[[0.19999999999999998, -3.3589703224475103, 0.5376834010496085], [0.39999999999999997, 1.8700453675964428, 2.301549553641627], [0.6, 0.8802247198972671, -2.3044053238474613], [0.7999999999999999, -3.044546138394353, 0.4873523029972852], [0.9999999999999999, 1.4013536161981408, 1.724709381783795], [1.2, -2.2115789535448616, 0.35401601660037224], [1.4, 1.747761943102329, 2.1510498032404204]]",0,,,
FED_20160804a_3T1,1,1,1,36.02944589,Sem-sent,29,A woman is dissolving some Alka-Seltzer in a glass.,1,7,"[[0.19999999999999998, -0.5451464731797159, -3.4375944088049972], [0.39999999999999997, -2.475884257302337, 2.005728542998346], [0.6, 3.244815215313256, 1.2448442245292202], [0.7999999999999999, -0.38418367625364447, -2.4225923167777683], [0.9999999999999999, 2.422920203577926, 0.9295315824719351], [1.2, -2.4017541523655987, 1.9456753046740787], [1.4, 3.213106369979195, 1.2326794107073689]]",1,1,0.116709948,1
FED_20160804a_3T1,1,1,1,38.02837086,Sem-sent,28,A man is putting the chess pieces on the chess board.,0,5,"[[0.27999999999999997, 2.4892918301607945, 0.06440590294796822], [0.5599999999999999, -1.2476262486375953, -2.2961301255068984], [0.8399999999999999, 3.068241430423336, 0.07938517187678065], [1.1199999999999999, -1.4090857108086885, -2.5932799614806337], [1.4, 2.780438230581337, 0.07193878703248494]]",0,,,
