subjid,list,run,counterbalancing,onset,condition,item,sentence,irreversible?,numbermoves,motioninfo,correctkey,response,RT,accuracy
FED_20160622a_3T1,1,1,1,18.026822090148926,Sem-photo,50,A boy is sleeping with a teddy bear.,0,4,"[[0.35, 1.4235298474654887, 0.47282425210101364], [0.7, -0.3022871098878893, -1.4692251370010068], [1.0499999999999998, -1.1212427375775995, 0.9964008848999935], [1.4, 1.4235298474654887, 0.47282425210101364]]",0,0,1.0167620182037354,1
FED_20160622a_3T1,1,1,1,20.027009963989258,Sem-photo,11,A man is stapling a flyer to the wall.,1,4,"[[0.35, -0.02141031439398478, -1.4998471916957241], [0.7, -1.288200612606254, 0.768465472016064], [1.0499999999999998, -0.02141031439398478, -1.4998471916957241], [1.4, -1.288200612606254, 0.768465472016064]]",1,1,1.283473014831543,1
FED_20160622a_3T1,1,1,1,22.0271999835968,Sem-photo,7,A man is eating a twizzler.,1,4,"[[0.35, 0.1112537122190213, 1.4958685141139536], [0.7, 1.2398332778344547, -0.8442827981039717], [1.0499999999999998, -1.3510869900534752, -0.6515857160099817], [1.4, 1.2398332778344547, -0.8442827981039717]]",1,1,1.1668109893798828,1
FED_20160622a_3T1,1,1,1,24.027384042739868,Sem-photo,35,A woman is scooping up some ice cream.,1,3,"[[0.4666666666666666, 1.6201763794617472, -1.1726160920924733], [0.9333333333333332, -1.8256035143693878, -0.8168058571791341], [1.4, 0.20542713490763978, 1.9894219492716065]]",1,1,1.833482027053833,1
FED_20160622a_3T1,1,1,1,26.060900926589966,Sem-photo,29,A man is putting a banana in the blender.,1,3,"[[0.4666666666666666, -0.6499034956409152, 1.8914611934569843], [0.9333333333333332, 1.963005191626639, -0.382897659495149], [1.4, -1.3131016959857214, -1.5085635339618355]]",1,1,1.6668620109558105,1
FED_20160622a_3T1,1,1,1,28.027745962142944,Sem-photo,48,A man is throwing away banana peels.,0,4,"[[0.35, 0.549871201771884, 1.3955793282583202], [0.7, 0.9336715503821862, -1.1739920936730899], [1.0499999999999998, 0.549871201771884, 1.3955793282583202], [1.4, 0.9336715503821862, -1.1739920936730899]]",0,0,1.6668701171875,1
FED_20160622a_3T1,1,1,1,30.027935028076172,Sem-photo,42,A woman is plugging headphones into a Discman.,0,4,"[[0.35, 1.0836346696359287, -1.0371768907775722], [0.7, 0.3564042008135723, 1.4570435977150578], [1.0499999999999998, 1.0836346696359287, -1.0371768907775722], [1.4, 0.3564042008135723, 1.4570435977150578]]",0,0,1.6335299015045166,1
FED_20160622a_3T1,1,1,1,34.02830100059509,Sem-sent,29,A woman is dissolving some Alka-Seltzer in a glass.,1,4,"[[0.35, 0.861368773036332, 1.2280243632916588], [0.7, 0.6328159085586207, -1.3599794211219254], [1.0499999999999998, -1.494184681594953, 0.13195505783026587], [1.4, 0.861368773036332, 1.2280243632916588]]",1,1,1.9335029125213623,1
FED_20160622a_3T1,1,1,1,36.02848696708679,Sem-sent,23,A woman is grilling a steak.,1,3,"[[0.4666666666666666, 1.6395854495272348, 1.145320720889383], [0.9333333333333332, 0.17208411500729615, -1.9925830114106051], [1.4, -1.81166956453453, 0.8472622905212215]]",1,1,1.716874122619629,1
FED_20160622a_3T1,1,1,1,38.02868890762329,Sem-sent,25,A man is roller-skating on the street.,0,3,"[[0.4666666666666666, -1.4163257819539, -1.4120981833331117], [0.9333333333333332, -0.5147500084273808, 1.9326231988734925], [1.4, -1.4163257819539, -1.4120981833331117]]",0,1,1.6168482303619385,0
FED_20160622a_3T1,1,1,1,40.028855085372925,Sem-sent,39,A woman is connecting a printer to the laptop.,0,4,"[[0.35, -1.2585650488098223, -0.8160968189585901], [0.7, 1.3360431015707197, -0.6819008951052136], [1.0499999999999998, -1.2585650488098223, -0.8160968189585901], [1.4, 1.3360431015707197, -0.6819008951052136]]",0,0,1.7002079486846924,1
FED_20160622a_3T1,1,1,1,42.02904391288757,Sem-sent,2,A man is drilling a hole in the wall with a drill.,1,4,"[[0.35, 0.16293167955371696, 1.4911248330699227], [0.7, -1.3728178254292418, -0.6044594429601775], [1.0499999999999998, 1.2098861458755248, -0.8866653901097461], [1.4, -1.3728178254292418, -0.6044594429601775]]",1,1,1.750223159790039,1
