subjid,list,run,counterbalancing,onset,condition,item,sentence,irreversible?,numbermoves,motioninfo,correctkey,response,RT,accuracy
FED_20190605c_3T2,1,1,1,18.024780988693237,Sem-photo,9,A man is peeling a carrot.,1,4,"[[0.35, 1.4092634792585699, -0.5137863817074466], [0.7, -0.2596796809521469, 1.4773511645172894], [1.0499999999999998, -1.1495837983064234, -0.9635647828098413], [1.4, -0.2596796809521469, 1.4773511645172894]]",1,,,
FED_20190605c_3T2,1,1,1,20.024991035461426,Sem-photo,45,A woman is mixing some paint on a palette.,1,4,"[[0.35, 0.03460150179592294, 1.499600858919955], [0.7, 1.2813916884636833, -0.77976620902434], [1.0499999999999998, -1.315993190259607, -0.7198346498956145], [1.4, 1.2813916884636833, -0.77976620902434]]",1,0,0.2332930564880371,0
FED_20190605c_3T2,1,1,1,22.025299072265625,Sem-photo,56,A man is putting an ice cube in a water bottle.,1,4,"[[0.35, 1.4019700743704568, -0.5333665817893881], [0.7, -0.23907602782594795, 1.4808249906450683], [1.0499999999999998, 1.4019700743704568, -0.5333665817893881], [1.4, -1.1628940465445097, -0.9474584088556797]]",1,,,
FED_20190605c_3T2,1,1,1,24.025532960891724,Sem-photo,44,A man is putting in some ear buds.,0,3,"[[0.4666666666666666, 1.3399963894220615, -1.4847254548689595], [0.9333333333333332, 0.6158117668508956, 1.9028336416534102], [1.4, -1.9558081562729563, -0.4181081867844484]]",0,0,1.6334991455078125,1
FED_20190605c_3T2,1,1,1,26.02581000328064,Sem-photo,8,A man is sharpening a pencil.,1,3,"[[0.4666666666666666, -1.0093099200006281, 1.726642257501051], [0.9333333333333332, -0.9906610982433074, -1.7374091597627095], [1.4, -1.0093099200006281, 1.726642257501051]]",1,0,1.6501801013946533,0
FED_20190605c_3T2,1,1,1,28.026047945022583,Sem-photo,50,A boy is sleeping with a teddy bear.,0,4,"[[0.35, 0.16472308833768223, 1.4909280010008854], [0.7, -1.3735430682491592, -0.602809621410181], [1.0499999999999998, 0.16472308833768223, 1.4909280010008854], [1.4, -1.3735430682491592, -0.602809621410181]]",0,0,1.700078010559082,1
FED_20190605c_3T2,1,1,1,30.026178121566772,Sem-photo,37,A woman is opening a door.,0,4,"[[0.35, -1.4930631215468932, -0.14409203682593835], [0.7, 0.6217441963991408, 1.3650766111262718], [1.0499999999999998, 0.8713189251477522, -1.2209845743003331], [1.4, -1.4930631215468932, -0.14409203682593835]]",0,0,1.8002288341522217,1
FED_20190605c_3T2,1,1,1,34.02669811248779,Sem-sent,37,A woman is putting mascara on her eyelashes.,0,3,"[[0.4666666666666666, 1.4506008483419857, 1.3768649820478083], [0.9333333333333332, -1.9177004762056005, 0.5678246943915114], [1.4, 1.4506008483419857, 1.3768649820478083]]",0,,,
FED_20190605c_3T2,1,1,1,36.026931047439575,Sem-sent,7,A man is eating a piece of salami.,1,4,"[[0.35, 0.027034704545747766, 1.4997563551291004], [0.7, 1.2853097507560831, -0.7732909184849746], [1.0499999999999998, 0.027034704545747766, 1.4997563551291004], [1.4, -1.3123444553018309, -0.726465436644126]]",1,0,0.06673502922058105,0
FED_20190605c_3T2,1,1,1,38.02729511260986,Sem-sent,9,A man is watering his flowers with a hose.,1,3,"[[0.4666666666666666, 1.8736723307899545, 0.6995369874653803], [0.9333333333333332, -1.5426529674268346, 1.2728793430994088], [1.4, -0.33101936336312016, -1.972416330564791]]",1,0,1.7669978141784668,0
FED_20190605c_3T2,1,1,1,40.027589082717896,Sem-sent,25,A man is roller-skating on the street.,0,4,"[[0.35, 0.49586512355553874, -1.4156686685948978], [0.7, -1.473937592122644, 0.27840254044764357], [1.0499999999999998, 0.49586512355553874, -1.4156686685948978], [1.4, -1.473937592122644, 0.27840254044764357]]",0,,,
FED_20190605c_3T2,1,1,1,42.027875900268555,Sem-sent,55,A man is putting a cactus on the window sill.,0,4,"[[0.35, -1.3194165093482242, -0.7135405208250946], [0.7, 1.2776524723382234, -0.785877954855603], [1.0499999999999998, -1.3194165093482242, -0.7135405208250946], [1.4, 0.041764037010001615, 1.4994184756806979]]",0,,,
FED_20190605c_3T2,1,1,1,44.0281240940094,Sem-sent,45,A woman is putting butter on the veggies.,1,4,"[[0.35, -1.4958663127991898, -0.1112833061719348], [0.7, 0.6515589862375777, 1.351099880635425], [1.0499999999999998, -1.4958663127991898, -0.1112833061719348], [1.4, 0.8443073265616112, -1.2398165744634908]]",1,0,0.09993195533752441,0
FED_20190605c_3T2,1,1,1,46.02836203575134,Sem-sent,27,A man is grinding some lamb cubes in the meat grinder.,1,3,"[[0.4666666666666666, 1.9462108087758585, 0.460720617949771], [0.9333333333333332, -0.5741096451961614, -1.9158283104946376], [1.4, -1.3721011635796947, 1.4551076925448672]]",1,0,0.21675395965576172,0
FED_20190605c_3T2,1,1,1,50.028899908065796,Perc-photo,87,A man is pouring some soda.,0,4,"[[0.35, -1.4773310157503206, 0.25979428381341674], [0.7, 0.9636539574155636, 1.149509047531738], [1.0499999999999998, -1.4773310157503206, 0.25979428381341674], [1.4, 0.5136770583347561, -1.4093033313451548]]",0,,,
FED_20190605c_3T2,1,1,1,52.02921795845032,Perc-photo,70,A woman is putting away a hammer.,0,3,"[[0.4666666666666666, 1.997667670790551, 0.09656022513568686], [0.9333333333333332, -0.9152102274326265, -1.7783110637913493], [1.4, -1.0824574433579248, 1.6817508386556628]]",1,0,0.09994316101074219,0
FED_20190605c_3T2,1,1,1,54.02936410903931,Perc-photo,89,A woman is weighing herself.,0,4,"[[0.35, -1.3566547679446375, -0.639912369479667], [0.7, 0.12414701580703391, 1.494853677945172], [1.0499999999999998, 1.2325077521376044, -0.8549413084655049], [1.4, -1.3566547679446375, -0.639912369479667]]",0,0,1.7336928844451904,1
FED_20190605c_3T2,1,1,1,56.02959895133972,Perc-photo,74,A man is pouring some coffee.,0,3,"[[0.4666666666666666, 1.1494983177154523, -1.6366592857309505], [0.9333333333333332, -1.9921376776404236, -0.1771651018835814], [1.4, 0.8426393599249709, 1.813824387614533]]",1,1,1.8836500644683838,1
FED_20190605c_3T2,1,1,1,58.029972076416016,Perc-photo,111,A woman is opening a beer bottle.,1,4,"[[0.35, 0.5782825770741081, -1.3840481426065092], [0.7, 0.9094795630208503, 1.1928314736153651], [1.0499999999999998, -1.4877621400949586, 0.19121666899114506], [1.4, 0.9094795630208503, 1.1928314736153651]]",0,0,1.9669148921966553,1
FED_20190605c_3T2,1,1,1,60.030251026153564,Perc-photo,58,A woman is eating some toast.,1,4,"[[0.35, 0.7516485719452555, 1.2980849064266398], [0.7, 0.748350219261988, -1.2999892112362066], [1.0499999999999998, 0.7516485719452555, 1.2980849064266398], [1.4, 0.748350219261988, -1.2999892112362066]]",0,0,1.9502489566802979,1
FED_20190605c_3T2,1,1,1,62.04742789268494,Perc-photo,83,A man is putting a piece of asparagus on a plate.,0,3,"[[0.4666666666666666, -1.5919299243261267, 1.2106853910223798], [0.9333333333333332, 1.8444492667791406, 0.7733090599998754], [1.4, -0.25251934245301383, -1.9839944510222547]]",1,1,1.7832942008972168,1
FED_20190605c_3T2,1,1,1,66.03087997436523,Perc-sent,89,A woman is exercising with a dumbbell.,0,4,"[[0.35, 0.19234315743149394, 1.4876169230649683], [0.7, 1.1921424677581571, -0.9103825221122668], [1.0499999999999998, -1.3844856251896507, -0.5772344009526997], [1.4, 1.1921424677581571, -0.9103825221122668]]",0,0,1.983591079711914,1
FED_20190605c_3T2,1,1,1,68.03119897842407,Perc-sent,68,A man is putting a comforter on the bed.,0,4,"[[0.35, 1.1480753721574037, 0.9653615591298625], [0.7, 0.26198994796471226, -1.4769432173125165], [1.0499999999999998, 1.1480753721574037, 0.9653615591298625], [1.4, -1.410065320122116, 0.5115816581826549]]",0,0,1.7002639770507812,1
FED_20190605c_3T2,1,1,1,70.0315101146698,Perc-sent,97,A woman is spreading lotion on her hands.,1,3,"[[0.4666666666666666, -1.9844797641549796, 0.24867662869557416], [0.9333333333333332, 1.2076001598553292, 1.5942715747065752], [1.4, 0.7768796042996515, -1.8429482034021512]]",1,1,1.7001018524169922,1
FED_20190605c_3T2,1,1,1,72.0317690372467,Perc-sent,91,A woman is pouring some milk for the cat.,0,4,"[[0.35, 1.4936613004627528, 0.13775311067238477], [0.7, -0.627532956938763, -1.3624251861866372], [1.0499999999999998, 1.4936613004627528, 0.13775311067238477], [1.4, -0.627532956938763, -1.3624251861866372]]",0,0,1.8001420497894287,1
FED_20190605c_3T2,1,1,1,74.03202509880066,Perc-sent,82,A man is digging holes in the flower beds using a trowel.,0,3,"[[0.4666666666666666, -1.8581655049166188, 0.7397438450828551], [0.9333333333333332, 1.5697197145932422, 1.2393466091523027], [1.4, -1.8581655049166188, 0.7397438450828551]]",1,,,
FED_20190605c_3T2,1,1,1,76.03228807449341,Perc-sent,108,A woman is decorating a notebook with some stickers.,0,4,"[[0.35, 1.197081640072439, -0.9038780598075604], [0.7, 0.18424054168051762, 1.4886421406104522], [1.0499999999999998, 1.197081640072439, -0.9038780598075604], [1.4, -1.381322181752957, -0.5847640808028912]]",0,1,1.7169339656829834,0
FED_20190605c_3T2,1,1,1,78.03256893157959,Perc-sent,85,A woman is putting a bandaid on a cut.,0,4,"[[0.35, -0.9301637197490094, -1.1767733233136646], [0.7, -0.5540337326109677, 1.3939320726381035], [1.0499999999999998, -0.9301637197490094, -1.1767733233136646], [1.4, -0.5540337326109677, 1.3939320726381035]]",0,0,1.7168691158294678,1
FED_20190605c_3T2,1,1,1,98.01832008361816,Perc-sent,57,A man is hanging a bird feeder on a tree.,0,3,"[[0.4666666666666666, 1.2385105292612584, -1.570379466533168], [0.9333333333333332, 0.740733246968548, 1.8577713144613446], [1.4, 1.2385105292612584, -1.570379466533168]]",1,,,
FED_20190605c_3T2,1,1,1,100.01857709884644,Perc-sent,76,A woman is taping up a water pipe with duct tape.,0,3,"[[0.4666666666666666, -1.9804828593020551, -0.278725032981891], [0.9333333333333332, 0.748858470418054, 1.8545109844061676], [1.4, 1.2316243888839995, -1.5757859514242774]]",1,1,1.8502819538116455,1
FED_20190605c_3T2,1,1,1,102.01895999908447,Perc-sent,77,A man is planting a flower in a flower pot.,0,4,"[[0.35, 0.9218002817025407, 1.1833360641225792], [0.7, 0.5638989518931743, -1.3899704932313417], [1.0499999999999998, 0.9218002817025407, 1.1833360641225792], [1.4, 0.5638989518931743, -1.3899704932313417]]",0,0,1.7168779373168945,1
FED_20190605c_3T2,1,1,1,104.01912212371826,Perc-sent,60,A woman is cutting a cucumber for the salad.,1,3,"[[0.4666666666666666, 1.9973291265600241, -0.10332647383401539], [0.9333333333333332, -0.9091812120562853, 1.7814010002365732], [1.4, -1.0881479145037367, -1.6780745264025576]]",1,1,1.8502697944641113,1
FED_20190605c_3T2,1,1,1,106.01935911178589,Perc-sent,58,A man is hanging a painting in the bedroom.,0,4,"[[0.35, 0.8210877815196469, 1.2553146438399994], [0.7, 0.6765904805482318, -1.3387401994530204], [1.0499999999999998, 0.8210877815196469, 1.2553146438399994], [1.4, -1.4976782620678777, 0.08342555561302235]]",0,0,1.7503268718719482,1
FED_20190605c_3T2,1,1,1,108.01964211463928,Perc-sent,72,The girl is putting her hair up using a pink ribbon.,0,4,"[[0.35, 1.213682413444133, 0.8814618535685048], [0.7, 0.15652715093517716, -1.4918107289532798], [1.0499999999999998, 1.213682413444133, 0.8814618535685048], [1.4, -1.3702095643793102, 0.610348875384776]]",0,0,1.8168599605560303,1
FED_20190605c_3T2,1,1,1,110.0200400352478,Perc-sent,62,A man is surfing using a surfboard.,0,3,"[[0.4666666666666666, 0.5948371942800258, 1.9094943603742502], [0.9333333333333332, 1.3562520273272065, -1.4698913015494863], [1.4, 0.5948371942800258, 1.9094943603742502]]",1,1,1.8333580493927002,1
FED_20190605c_3T2,1,1,1,114.02045893669128,Perc-photo,97,A woman is painting a picture.,1,4,"[[0.35, 0.007526941566166814, -1.499981114931338], [0.7, 1.2952582799443615, 0.7565090800747696], [1.0499999999999998, 0.007526941566166814, -1.499981114931338], [1.4, -1.302785221510527, 0.7434720348565692]]",0,0,1.7169649600982666,1
FED_20190605c_3T2,1,1,1,116.02073502540588,Perc-photo,106,A man is putting on a shoe.,0,3,"[[0.4666666666666666, -1.5022041798050727, -1.3203721453348554], [0.9333333333333332, -0.3923737304068085, 1.961133054049787], [1.4, 1.8945779102118803, -0.6407609087149311]]",1,1,1.7336180210113525,1
FED_20190605c_3T2,1,1,1,118.02099204063416,Perc-photo,76,A woman is squeezing toothpaste onto a toothbrush.,1,3,"[[0.4666666666666666, 1.3459706108676657, 1.4793117030161436], [0.9333333333333332, 0.6081362094937681, -1.9053005932667295], [1.4, -1.9541068203614338, 0.4259888902505873]]",1,1,1.8169090747833252,1
FED_20190605c_3T2,1,1,1,120.02128791809082,Perc-photo,105,A man is wrapping a box.,0,3,"[[0.4666666666666666, -0.8808949030068062, -1.7955567854725814], [0.9333333333333332, 1.995445241660184, 0.1349010286681679], [1.4, -0.8808949030068062, -1.7955567854725814]]",1,1,1.5835490226745605,1
FED_20190605c_3T2,1,1,1,122.02141690254211,Perc-photo,82,A man is clipping his fingernails.,1,4,"[[0.35, 1.4460871312691737, -0.3985373367423578], [0.7, -0.37790010765911314, 1.4516168601360453], [1.0499999999999998, 1.4460871312691737, -0.3985373367423578], [1.4, -0.37790010765911314, 1.4516168601360453]]",0,0,1.7670331001281738,1
FED_20190605c_3T2,1,1,1,124.02167010307312,Perc-photo,73,A woman is filling a balloon with helium.,0,4,"[[0.35, -1.499363098940231, -0.043706950664023955], [0.7, 0.7118302198731172, 1.320340008511213], [1.0499999999999998, 0.7875328790671137, -1.2766330578471887], [1.4, 0.7118302198731172, 1.320340008511213]]",0,0,1.867060899734497,1
FED_20190605c_3T2,1,1,1,126.02191090583801,Perc-photo,69,A woman is putting an apple in a fruit bowl.,0,3,"[[0.4666666666666666, 1.9996483460877899, -0.037503226372762974], [0.9333333333333332, -1.0323029198065885, -1.7129946531611802], [1.4, 1.9996483460877899, -0.037503226372762974]]",1,1,1.8669991493225098,1
