subjid,list,run,counterbalancing,onset,condition,item,sentence,irreversible?,numbermoves,motioninfo,correctkey,response,RT,accuracy
FED_20190611c_3T2,1,2,1,18.027411937713623,Sem-photo,47,A man is stirring cookie batter.,1,4,"[[0.35, 1.4345984249242474, -0.4380951485749053], [0.7, -1.0967007404027096, -1.0233511059260887], [1.0499999999999998, 1.4345984249242474, -0.4380951485749053], [1.4, -1.0967007404027096, -1.0233511059260887]]",1,1,1.5002481937408447,1
FED_20190611c_3T2,1,2,1,20.027740955352783,Sem-photo,35,A woman is scooping up some ice cream.,1,3,"[[0.4666666666666666, -1.9945034943100328, -0.14817493440210625], [0.9333333333333332, 0.8689284897586989, 1.8013781612103736], [1.4, 1.1255750045513335, -1.6532032268082668]]",1,1,1.7002110481262207,1
FED_20190611c_3T2,1,2,1,22.02796196937561,Sem-photo,14,A man is catching a baseball.,0,3,"[[0.4666666666666666, -1.7944880128573568, 0.8830700831254872], [0.9333333333333332, 1.6620051317373856, 1.1125371643583846], [1.4, 0.132482881119971, -1.9956072474838709]]",0,0,0.9668200016021729,1
FED_20190611c_3T2,1,2,1,24.028258085250854,Sem-photo,56,A man is putting an ice cube in a water bottle.,1,4,"[[0.35, -1.301928743593376, -0.7449708360770733], [0.7, 0.0058007026754088396, 1.4999887839075567], [1.0499999999999998, -1.301928743593376, -0.7449708360770733], [1.4, 0.0058007026754088396, 1.4999887839075567]]",1,0,1.2501749992370605,0
FED_20190611c_3T2,1,2,1,26.028526067733765,Sem-photo,30,A woman is putting scissors in a desk organizer.,0,3,"[[0.4666666666666666, 1.7781733878262647, 0.9154776910588616], [0.9333333333333332, -1.6819136309680283, 1.0822044806615538], [1.4, -0.09625975685823648, -1.997682171720415]]",0,0,1.5335049629211426,1
FED_20190611c_3T2,1,2,1,28.028764009475708,Sem-photo,53,A man is eating some oatmeal.,1,3,"[[0.4666666666666666, 1.731158205258085, -1.0015444415339771], [0.9333333333333332, -1.7329420320165656, -0.9984547629563879], [1.4, 0.0017838267584797045, 1.9999992044903658]]",1,0,1.716905117034912,0
FED_20190611c_3T2,1,2,1,30.029035091400146,Sem-photo,6,A man is watering a house plant.,0,4,"[[0.35, -0.60515429407541, 1.3725116685704688], [0.7, 1.4912071190102987, -0.16217684240669072], [1.0499999999999998, -0.8860528249348896, -1.2103348261637779], [1.4, -0.60515429407541, 1.3725116685704688]]",0,1,1.6502418518066406,0
FED_20190611c_3T2,1,2,1,34.02944612503052,Sem-sent,1,A man is putting a cooking pot on a burner.,0,4,"[[0.35, 0.3176653215540832, -1.4659770610353835], [0.7, 1.1107407154448508, 1.0080947688848805], [1.0499999999999998, 0.3176653215540832, -1.4659770610353835], [1.4, -1.4284060369989344, 0.457882292150503]]",0,1,1.9169609546661377,0
FED_20190611c_3T2,1,2,1,36.02980899810791,Sem-sent,14,A man is sawing a piece of wood in half.,1,3,"[[0.4666666666666666, -1.951832448944496, -0.4362912917390529], [0.9333333333333332, 0.5980768823762992, 1.9084821305862536], [1.4, 1.3537555665681975, -1.4721908388471987]]",1,1,1.7502570152282715,1
FED_20190611c_3T2,1,2,1,38.02997303009033,Sem-sent,12,A woman is putting paper into the copier.,0,4,"[[0.35, 0.2395029116317627, 1.4807560080310016], [0.7, -1.4021237755771632, -0.5329623982620548], [1.0499999999999998, 1.1626208639453999, -0.9477936097689477], [1.4, -1.4021237755771632, -0.5329623982620548]]",0,0,1.633620023727417,1
FED_20190611c_3T2,1,2,1,40.0303270816803,Sem-sent,20,A woman is sewing a button onto the dress.,0,3,"[[0.4666666666666666, -1.11714186725349, -1.658913514451367], [0.9333333333333332, -0.8780903125694629, 1.7969299938983887], [1.4, -1.11714186725349, -1.658913514451367]]",0,0,1.6176209449768066,1
