subjid,list,run,counterbalancing,onset,condition,item,sentence,irreversible?,numbermoves,motioninfo,correctkey,response,RT,accuracy
FED_20160623b_3T2,1,2,2,18.02617311477661,Perc-photo,2,A man is washing his hands.,0,4,"[[0.35, -1.429566679757355, -0.45424564734021633], [0.7, 0.32139506972354365, 1.4651638847437507], [1.0499999999999998, 1.1081716100338115, -1.0109182374035353], [1.4, -1.429566679757355, -0.45424564734021633]]",0,0,1.6001219749450684,1
FED_20160623b_3T2,1,2,2,20.02635908126831,Perc-photo,46,A woman is cutting a banana.,1,3,"[[0.4666666666666666, 0.3390856254540668, -1.9710456459986978], [0.9333333333333332, 1.5374327887265484, 1.2791795887007065], [1.4, 0.3390856254540668, -1.9710456459986978]]",1,1,1.6666758060455322,1
FED_20160623b_3T2,1,2,2,22.026540994644165,Perc-photo,43,A man is putting broccoli in a Tupperware container.,0,4,"[[0.35, 1.4942672526000151, 0.13101670812229607], [0.7, -0.8605974238541267, 1.228565046733644], [1.0499999999999998, -0.6336698287458885, -1.3595817548559395], [1.4, 1.4942672526000151, 0.13101670812229607]]",0,0,1.6334569454193115,1
FED_20160623b_3T2,1,2,2,24.02672505378723,Perc-photo,53,A man is eating some oatmeal.,1,3,"[[0.4666666666666666, 0.6030867626284764, 1.9069049154958682], [0.9333333333333332, 1.3498847181066027, -1.4757409148703093], [1.4, -1.9529714807350778, -0.43116400062555965]]",1,1,1.7001368999481201,1
FED_20160623b_3T2,1,2,2,26.026912927627563,Perc-photo,14,A man is catching a baseball.,0,3,"[[0.4666666666666666, 1.0069841339530152, -1.7279996973283578], [0.9333333333333332, -1.9999837025946863, -0.008073992547004867], [1.4, 0.9929995686416705, 1.7360736898753626]]",1,1,1.716804027557373,1
FED_20160623b_3T2,1,2,2,28.02710199356079,Perc-photo,4,A man is polishing a shoe.,0,4,"[[0.35, 0.5503951962777597, -1.3953727559022953], [0.7, -1.4836258524989698, 0.22103015585368574], [1.0499999999999998, 0.9332306562212103, 1.17434260004861], [1.4, -1.4836258524989698, 0.22103015585368574]]",0,0,1.7000610828399658,1
FED_20160623b_3T2,1,2,2,30.027225017547607,Perc-photo,8,A man is sharpening a pencil.,1,3,"[[0.4666666666666666, 0.5232186525713022, -1.930347699664874], [0.9333333333333332, 1.4101208197609836, 1.4182944946930491], [1.4, -1.9333394723322863, 0.5120532049718238]]",1,1,1.7002558708190918,1
FED_20160623b_3T2,1,2,2,34.027652978897095,Perc-sent,34,A man is burning an incense stick.,1,3,"[[0.4666666666666666, -0.28977214374670973, 1.978896688740581], [0.9333333333333332, -1.5688887320408957, -1.2403983821640168], [1.4, 1.8586608757876046, -0.7384983065765655]]",1,1,1.8168890476226807,1
FED_20160623b_3T2,1,2,2,36.02790689468384,Perc-sent,36,A woman is washing the dishes.,0,4,"[[0.35, 0.503680973270858, 1.4129067475119939], [0.7, -1.4754536231592617, -0.27025285550056205], [1.0499999999999998, 0.9717726498884031, -1.142653892011431], [1.4, 0.503680973270858, 1.4129067475119939]]",0,0,1.616793155670166,1
FED_20160623b_3T2,1,2,2,38.028088092803955,Perc-sent,23,A woman is grilling a steak.,1,3,"[[0.4666666666666666, -0.6557740062898011, -1.8894338974080633], [0.9333333333333332, 1.9641847570717244, 0.3768000001155663], [1.4, -0.6557740062898011, -1.8894338974080633]]",1,1,1.716810941696167,1
FED_20160623b_3T2,1,2,2,40.02827310562134,Perc-sent,45,A woman is putting butter on the veggies.,1,4,"[[0.35, 1.1147845712156488, -1.0036211236216297], [0.7, 0.31176910322318874, 1.4672423202305094], [1.0499999999999998, -1.4265536744388378, -0.4636211966088801], [1.4, 0.31176910322318874, 1.4672423202305094]]",0,0,1.6334679126739502,1
FED_20160623b_3T2,1,2,2,42.02845788002014,Perc-sent,53,A woman is feeding a bone to the dog.,1,4,"[[0.35, -1.4999455573560028, -0.01277986572660558], [0.7, 0.7389050903018061, 1.3053808898272106], [1.0499999999999998, 0.7610404670541975, -1.2926010241006036], [1.4, -1.4999455573560028, -0.01277986572660558]]",0,0,1.7834880352020264,1
FED_20160623b_3T2,1,2,2,44.02864599227905,Perc-sent,41,A woman is plugging a hard drive into the computer.,0,3,"[[0.4666666666666666, -0.730159391080329, 1.8619525406457607], [0.9333333333333332, -1.247418505300041, -1.5633128518102226], [1.4, -0.730159391080329, 1.8619525406457607]]",1,1,1.8168189525604248,1
