SubjID,List,Order,Run,TrialNumber,TrialOnset,Condition,ItemNum,Item,Motion,CorrectAnswer,Response,Accuracy,RT
FED_20190418b_3T2,2,3,1,1,0,FIX,0,+,-,0,0,0,0
FED_20190418b_3T2,2,3,1,2,24,Sent_Sem,30,The mouse is chasing the cat.,left,2,0,0,0
FED_20190418b_3T2,2,3,1,3,26,Sent_Sem,17,The vampire is biting the woman.,right,1,0,0,0
FED_20190418b_3T2,2,3,1,4,28,Sent_Sem,39,The lifeguard is saving the grandmother.,right,1,0,0,0
FED_20190418b_3T2,2,3,1,5,30,Sent_Sem,10,The king is entertaining the jester.,left,2,0,0,0
FED_20190418b_3T2,2,3,1,6,32,Sent_Sem,37,The man is proposing to the woman.,left,1,1,1,1.69797597400611
FED_20190418b_3T2,2,3,1,7,34,Sent_Sem,18,The customer is serving the waiter.,left,2,2,1,1.62567434000084
FED_20190418b_3T2,2,3,1,8,36,Sent_Sem,7,The mother is feeding the baby.,right,1,1,1,1.53737752600864
FED_20190418b_3T2,2,3,1,9,38,Sent_Sem,40,The lady is opening the door for the chauffeur.,right,2,1,0,1.84326456500276
FED_20190418b_3T2,2,3,1,10,40,Sent_Sem,3,The doctor is using a stethoscope on the patient.,left,1,1,1,1.70105574700574
FED_20190418b_3T2,2,3,1,11,42,Sent_Sem,11,The lion is pouncing on the Safari guide.,right,1,1,1,1.71298323900555
FED_20190418b_3T2,2,3,1,12,46,Sent_Perc,28,The son is tying the father's shoes.,left,1,0,0,0
FED_20190418b_3T2,2,3,1,13,48,Sent_Perc,12,The model is taking a picture of the photographer.,right,2,0,0,0
FED_20190418b_3T2,2,3,1,14,50,Sent_Perc,27,The lady is applauding the athlete.,left,1,0,0,0
FED_20190418b_3T2,2,3,1,15,52,Sent_Perc,5,The dentist is treating the patient.,left,1,1,1,1.37954735700623
FED_20190418b_3T2,2,3,1,16,54,Sent_Perc,32,The patient is bringing flowers to the relative.,left,1,1,1,1.18110329500632
FED_20190418b_3T2,2,3,1,17,56,Sent_Perc,19,The lawyer is giving money to the beggar.,right,2,2,1,0.746648763000849
FED_20190418b_3T2,2,3,1,18,58,Sent_Perc,31,The visitor is pushing the patient.,left,1,1,1,0.74562486600189
FED_20190418b_3T2,2,3,1,19,60,Sent_Perc,34,The blind person is leading the dog.,left,1,1,1,1.16202279900608
FED_20190418b_3T2,2,3,1,20,62,Sent_Perc,35,The bouncer is preventing the woman from entering.,left,1,1,1,1.17930671200156
