SubjID,List,Order,Run,TrialNumber,TrialOnset,Condition,ItemNum,Item,Motion,CorrectAnswer,Response,Accuracy,RT
FED_20190605b_3T2,1,1,1,1,0,FIX,0,+,-,0,0,0,0
FED_20190605b_3T2,1,1,1,2,24,Pic_Sem,31,31_plaus_visitor_pushes_nurse.jpg,right,1,0,0,0
FED_20190605b_3T2,1,1,1,3,26,Pic_Sem,29,29_plaus_thief_steals_from_grandma.jpg,left,1,0,0,0
FED_20190605b_3T2,1,1,1,4,28,Pic_Sem,2,02_implaus_child_scolding_babysitter.jpg,left,2,0,0,0
FED_20190605b_3T2,1,1,1,5,30,Pic_Sem,39,39_plaus_lifeguard_saves_grandma.jpg,right,1,1,1,1.49952922400189
FED_20190605b_3T2,1,1,1,6,32,Pic_Sem,26,26_implaus_queen_bows_to_peasant.jpg,left,2,2,1,1.6363120950009
FED_20190605b_3T2,1,1,1,7,34,Pic_Sem,37,37_plaus_man_proposing_to_woman.jpg,left,1,1,1,1.03127628199945
FED_20190605b_3T2,1,1,1,8,36,Pic_Sem,9,09_plaus_groom_carries_bride.jpg,right,1,1,1,1.01328534200002
FED_20190605b_3T2,1,1,1,9,38,Pic_Sem,25,25_plaus_santa_gives_present_to_girl.jpg,left,1,1,1,1.43131964400163
FED_20190605b_3T2,1,1,1,10,40,Pic_Sem,16,16_implaus_student_lectures_to_a_professor.jpg,right,2,2,1,1.23157249400174
FED_20190605b_3T2,1,1,1,11,42,Pic_Sem,18,18_implaus_customer_serving_waiter.jpg,left,2,2,1,1.41972262000127
FED_20190605b_3T2,1,1,1,12,46,Pic_Perc,34,34_implaus_blind_person_leading_dog.jpg,left,1,0,0,0
FED_20190605b_3T2,1,1,1,13,48,Pic_Perc,36,36_implaus_child_licking_dog.jpg,right,2,2,1,1.4413822610004
FED_20190605b_3T2,1,1,1,14,50,Pic_Perc,1,01_plaus_cop_arrests_criminal.jpg,left,1,1,1,1.66324183300094
FED_20190605b_3T2,1,1,1,15,52,Pic_Perc,11,11_plaus_lion_chases_guide.jpg,left,1,1,1,0.022579667998798
FED_20190605b_3T2,1,1,1,16,54,Pic_Perc,17,17_plaus_vampir_bites_woman.jpg,left,1,2,0,0.0237279739994847
FED_20190605b_3T2,1,1,1,17,56,Pic_Perc,14,14_implaus_bride_blesses_priest.jpg,right,2,1,0,1.52087158699942
FED_20190605b_3T2,1,1,1,18,58,Pic_Perc,23,23_plaus_judge_sentences_criminal.jpg,left,1,0,0,0
FED_20190605b_3T2,1,1,1,19,60,Pic_Perc,28,28_implaus_child_laces_shoes_of_father.jpg,right,2,2,1,1.23653747999924
FED_20190605b_3T2,1,1,1,20,62,Pic_Perc,6,06_implaus_girl_frightens_ghost.jpg,left,1,2,0,1.7080841370007
FED_20190605b_3T2,1,1,1,21,64,Pic_Perc,15,15_plaus_shark_bites_snorkeler.jpg,right,2,1,0,0.919661247000477
FED_20190605b_3T2,1,1,1,22,68,Sent_Sem,29,The grandma is stealing the purse from the thief.,right,2,0,0,0
FED_20190605b_3T2,1,1,1,23,70,Sent_Sem,24,The father is pulling the child on the sled.,left,1,2,0,0.0376720929998555
FED_20190605b_3T2,1,1,1,24,72,Sent_Sem,19,The beggar is giving money to the lawyer.,left,2,2,1,1.65368645900162
FED_20190605b_3T2,1,1,1,25,74,Sent_Sem,32,The relative is bringing flowers to the patient.,left,1,1,1,1.46767841900146
FED_20190605b_3T2,1,1,1,26,76,Sent_Sem,18,The waiter is serving the customer.,right,1,1,1,1.31589556499966
FED_20190605b_3T2,1,1,1,27,78,Sent_Sem,8,The artist is painting the businessman.,left,1,1,1,1.33450346400059
FED_20190605b_3T2,1,1,1,28,80,Sent_Sem,27,The athlete is applauding the lady.,left,2,2,1,1.80820447199949
FED_20190605b_3T2,1,1,1,29,82,Sent_Sem,20,The chef is cooking for the lady.,right,1,1,1,1.41670098599934
FED_20190605b_3T2,1,1,1,30,84,Sent_Sem,33,The worker is yelling at the boss.,left,2,2,1,1.39270733699959
FED_20190605b_3T2,1,1,1,31,86,Sent_Sem,37,The woman is proposing to the man.,left,2,1,0,1.3610916760008
FED_20190605b_3T2,1,1,1,32,90,Sent_Perc,14,The priest is blessing the bride.,left,1,0,0,0
FED_20190605b_3T2,1,1,1,33,92,Sent_Perc,3,The patient is using a stethoscope on the doctor.,right,2,2,1,1.4094601350007
FED_20190605b_3T2,1,1,1,34,94,Sent_Perc,9,The bride is carrying the groom.,right,2,2,1,1.76136819599924
FED_20190605b_3T2,1,1,1,35,96,Sent_Perc,1,The criminal is arresting the cop.,right,2,2,1,1.29212082199956
FED_20190605b_3T2,1,1,1,36,98,Sent_Perc,2,The babysitter is scolding the child.,left,1,0,0,0
FED_20190605b_3T2,1,1,1,37,100,Sent_Perc,40,The chauffeur is opening the door for the lady.,right,2,2,1,1.44599512900095
FED_20190605b_3T2,1,1,1,38,102,Sent_Perc,36,The dog is licking the girl on the face.,right,2,2,1,1.95775570399928
FED_20190605b_3T2,1,1,1,39,104,Sent_Perc,31,The patient is pushing the visitor.,left,1,2,0,0.0294520649986225
FED_20190605b_3T2,1,1,1,40,106,Sent_Perc,5,The patient is treating the dentist.,right,2,2,1,1.38813062099871
FED_20190605b_3T2,1,1,1,41,108,Sent_Perc,35,The woman is preventing the bouncer from entering.,left,1,0,0,0
FED_20190605b_3T2,1,1,1,42,110,FIX,0,+,-,0,0,0,0
FED_20190605b_3T2,1,1,1,43,134,Sent_Perc,16,The professor is lecturing to the student.,right,2,0,0,0
