SubjID,List,Order,Run,TrialNumber,TrialOnset,Condition,ItemNum,Item,Motion,CorrectAnswer,Response,Accuracy,RT
FED_20160803c_3T1,1,1,1,1,0,FIX,0,+,-,0,0,0,0
FED_20160803c_3T1,1,1,1,2,24,Pic_Sem,34,34_implaus_blind_person_leading_dog.jpg,right,2,0,0,0
FED_20160803c_3T1,1,1,1,3,26,Pic_Sem,20,20_implaus_lady_cooks_for_chef.jpg,right,2,0,0,0
FED_20160803c_3T1,1,1,1,4,28,Pic_Sem,25,25_plaus_santa_gives_present_to_girl.jpg,right,1,2,0,1.59470026499184
FED_20160803c_3T1,1,1,1,5,30,Pic_Sem,11,11_plaus_lion_chases_guide.jpg,left,1,2,0,0.955798865994439
FED_20160803c_3T1,1,1,1,6,32,Pic_Sem,39,39_plaus_lifeguard_saves_grandma.jpg,left,1,2,0,0.820904422987951
FED_20160803c_3T1,1,1,1,7,34,Pic_Sem,38,38_implaus_princess_measuring_tailor.jpg,left,2,2,1,1.2699709909939
FED_20160803c_3T1,1,1,1,8,36,Pic_Sem,6,06_implaus_girl_frightens_ghost.jpg,left,2,2,1,1.33572620998893
FED_20160803c_3T1,1,1,1,9,38,Pic_Sem,36,36_implaus_child_licking_dog.jpg,right,2,0,0,0
FED_20160803c_3T1,1,1,1,10,40,Pic_Sem,35,35_plaus_bouncer_rejects_girl.jpg,left,1,1,1,0.817359484994086
FED_20160803c_3T1,1,1,1,11,42,Pic_Sem,10,10_implaus_king_entertain_jester.jpg,right,2,1,0,1.28333228699921
FED_20160803c_3T1,1,1,1,12,46,Pic_Perc,2,02_implaus_child_scolding_babysitter.jpg,left,1,0,0,0
FED_20160803c_3T1,1,1,1,13,48,Pic_Perc,33,33_plaus_boss_orders_worker.jpg,right,2,2,1,0.627349119997234
FED_20160803c_3T1,1,1,1,14,50,Pic_Perc,3,03_plaus_doctor_uses_stethoscope_on_patient.jpg,left,1,1,1,0.911308097987785
FED_20160803c_3T1,1,1,1,15,52,Pic_Perc,28,28_implaus_child_laces_shoes_of_father.jpg,right,2,2,1,0.831389081999077
FED_20160803c_3T1,1,1,1,16,54,Pic_Perc,26,26_implaus_queen_bows_to_peasant.jpg,right,2,1,0,0.946584615987376
FED_20160803c_3T1,1,1,1,17,56,Pic_Perc,9,09_plaus_groom_carries_bride.jpg,right,2,2,1,1.06323409899778
FED_20160803c_3T1,1,1,1,18,58,Pic_Perc,7,07_plaus_mother_feeding_baby.jpg,left,1,2,0,0.761223520996282
FED_20160803c_3T1,1,1,1,19,60,Pic_Perc,37,37_plaus_man_proposing_to_woman.jpg,right,2,2,1,1.24485236599867
FED_20160803c_3T1,1,1,1,20,62,Pic_Perc,24,24_implaus_child_pulls_father.jpg,left,1,1,1,0.644109638000373
FED_20160803c_3T1,1,1,1,21,64,Pic_Perc,32,32_implaus_patient_visits_relative.jpg,left,1,1,1,0.944090876990231
FED_20160803c_3T1,1,1,1,22,68,Sent_Sem,33,The worker is yelling at the boss.,right,2,0,0,0
FED_20160803c_3T1,1,1,1,23,70,Sent_Sem,1,The criminal is arresting the cop.,left,2,0,0,0
FED_20160803c_3T1,1,1,1,24,72,Sent_Sem,36,The dog is licking the girl on the face.,right,1,0,0,0
FED_20160803c_3T1,1,1,1,25,74,Sent_Sem,30,The cat is chasing the mouse.,left,1,1,1,1.27590213299845
FED_20160803c_3T1,1,1,1,26,76,Sent_Sem,29,The grandma is stealing the purse from the thief.,right,2,2,1,1.35793153299892
FED_20160803c_3T1,1,1,1,27,78,Sent_Sem,16,The professor is lecturing to the student.,left,1,1,1,1.73846437099564
FED_20160803c_3T1,1,1,1,28,80,Sent_Sem,37,The woman is proposing to the man.,left,2,1,0,1.94117826099682
FED_20160803c_3T1,1,1,1,29,82,Sent_Sem,18,The waiter is serving the customer.,right,1,1,1,0.0157823119952809
FED_20160803c_3T1,1,1,1,30,84,Sent_Sem,35,The woman is preventing the bouncer from entering.,right,2,1,0,0.0172979399940232
FED_20160803c_3T1,1,1,1,31,86,Sent_Sem,40,The chauffeur is opening the door for the lady.,right,1,2,0,0.100254554999992
FED_20160803c_3T1,1,1,1,32,90,Sent_Perc,8,The artist is painting the businessman.,left,1,0,0,0
FED_20160803c_3T1,1,1,1,33,92,Sent_Perc,24,The father is pulling the child on the sled.,left,1,1,1,1.71604128398758
FED_20160803c_3T1,1,1,1,34,94,Sent_Perc,5,The patient is treating the dentist.,left,1,1,1,0.799770282988902
FED_20160803c_3T1,1,1,1,35,96,Sent_Perc,10,The jester is entertaining the king.,right,2,2,1,0.766647140990244
FED_20160803c_3T1,1,1,1,36,98,Sent_Perc,23,The criminal is sentencing the judge.,right,2,2,1,0.79870452999603
FED_20160803c_3T1,1,1,1,37,100,Sent_Perc,14,The priest is blessing the bride.,right,2,2,1,0.982299055991462
